출장,부서,전공,참여프로젝트,근속연차,이직회수,업무평가,주변평가,경력,전년도교육출장횟수,현회사근속년수,월급_KRW,직급관리자여부,월급_경력비,월급_프로젝트비,현근속_총경력비,총근속,경력성장률,이직빈도,학습몰입도,월급_근속연차비,월급_출장비,근속_경력비,평균근속기간,프로젝트_경력비,프로젝트_근속연차비,출장_경력비,출장_근속연차비,교육출장_경력비,주변평가_근속연차,학습몰입도_교육출장
1,0,자연과학계열,1,2,0,1,2,6,5,5,6730260.0,1,961465.7142857144,3365130.0,0.7142857142857143,2,1.6666666666666667,0.0,5,2243420.0,3365130.0,0.7142857142857143,2.0,0.14285714285714285,0.3333333333333333,0.14285714285714285,0.3333333333333333,0.7142857142857143,4,25
1,0,자연과학계열,3,1,1,0,3,3,2,2,4301460.0,0,1075365.0,1075365.0,0.5,1,1.0,0.25,6,2150730.0,2150730.0,0.5,0.5,0.75,1.5,0.25,0.5,0.5,3,12
2,1,자연과학계열,3,1,1,0,3,0,2,0,2165220.0,0,2165220.0,541305.0,0.0,1,0.0,1.0,6,1082610.0,721740.0,0.0,0.5,3.0,1.5,2.0,1.0,2.0,3,12
1,2,사회과학계열,3,5,3,0,3,27,2,5,27128040.0,1,968858.5714285716,6782010.0,0.1785714285714285,5,0.8333333333333334,0.1071428571428571,6,4521340.0,13564020.0,0.17857142857142858,1.25,0.10714285714285714,0.5,0.03571428571428571,0.16666666666666666,0.07142857142857142,15,12
1,0,자연과학계열,2,2,0,0,4,11,3,10,4235220.0,0,352935.0,1411740.0,0.8333333333333334,2,3.333333333333333,0.0,6,1411740.0,2117610.0,0.8333333333333334,2.0,0.16666666666666666,0.6666666666666666,0.08333333333333333,0.3333333333333333,0.25,8,18
1,0,사회과학계열,2,3,1,0,4,18,2,18,14400300.0,1,757910.5263157894,4800100.0,0.9473684210526316,3,4.5,0.0526315789473684,4,3600075.0,7200150.0,0.9473684210526315,1.5,0.10526315789473684,0.5,0.05263157894736842,0.25,0.10526315789473684,12,8
0,0,사회과학계열,3,2,1,0,4,15,5,14,5724240.0,1,357765.0,1431060.0,0.875,2,4.666666666666667,0.0625,15,1908080.0,5724240.0,0.875,1.0,0.1875,1.0,0.0,0.0,0.3125,8,75
1,0,사회과학계열,3,2,3,0,1,9,2,4,7959840.0,1,795984.0,1989960.0,0.4,2,1.3333333333333333,0.3,6,2653280.0,3979920.0,0.4,0.5,0.3,1.0,0.1,0.3333333333333333,0.2,2,12
2,0,자연과학계열,3,2,0,0,4,10,2,9,6957960.0,1,632541.8181818182,1739490.0,0.8181818181818182,2,3.0,0.0,6,2319320.0,2319320.0,0.8181818181818182,2.0,0.2727272727272727,1.0,0.18181818181818182,0.6666666666666666,0.18181818181818182,8,12
1,0,기타,2,2,1,0,1,10,3,10,7962600.0,1,723872.7272727273,2654200.0,0.9090909090909092,2,3.333333333333333,0.0909090909090909,6,2654200.0,3981300.0,0.9090909090909091,1.0,0.18181818181818182,0.6666666666666666,0.09090909090909091,0.3333333333333333,0.2727272727272727,2,18
1,0,자연과학계열,2,3,3,0,4,10,6,5,10703280.0,1,973025.4545454546,3567760.0,0.4545454545454545,3,1.25,0.2727272727272727,12,2675820.0,5351640.0,0.45454545454545453,0.75,0.18181818181818182,0.5,0.09090909090909091,0.25,0.5454545454545454,12,72
1,1,자연과학계열,2,3,9,0,3,15,3,13,14222280.0,0,888892.5,4740760.0,0.8125,3,3.25,0.5625,6,3555570.0,7111140.0,0.8125,0.3,0.125,0.5,0.0625,0.25,0.1875,9,18
1,0,자연과학계열,3,1,1,0,1,8,2,8,5431680.0,0,603520.0,1357920.0,0.8888888888888888,1,4.0,0.1111111111111111,6,2715840.0,2715840.0,0.8888888888888888,0.5,0.3333333333333333,1.5,0.1111111111111111,0.5,0.2222222222222222,1,12
1,0,사회과학계열,3,3,6,0,4,18,2,4,10964100.0,1,577057.8947368421,2741025.0,0.2105263157894736,3,1.0,0.3157894736842105,6,2741025.0,5482050.0,0.21052631578947367,0.42857142857142855,0.15789473684210525,0.75,0.05263157894736842,0.25,0.10526315789473684,12,12
2,2,인문학,3,2,4,0,3,14,3,10,7925340.0,0,528356.0,1981335.0,0.6666666666666666,2,3.333333333333333,0.2666666666666666,9,2641780.0,2641780.0,0.6666666666666666,0.4,0.2,1.0,0.13333333333333333,0.6666666666666666,0.2,6,27
2,0,자연과학계열,2,4,2,1,2,23,3,2,20978760.0,1,874115.0,6992920.0,0.0833333333333333,4,0.4,0.0833333333333333,6,4195752.0,6992920.0,0.08333333333333333,1.3333333333333333,0.08333333333333333,0.4,0.08333333333333333,0.4,0.125,8,18
1,1,자연과학계열,1,2,6,0,4,7,2,2,7507200.0,0,938400.0,3753600.0,0.25,2,0.6666666666666666,0.75,2,2502400.0,3753600.0,0.25,0.2857142857142857,0.125,0.3333333333333333,0.125,0.3333333333333333,0.25,8,4
2,0,공학계열,3,1,1,0,3,6,2,6,5188800.0,0,741257.1428571428,1297200.0,0.8571428571428571,1,3.0,0.1428571428571428,6,2594400.0,1729600.0,0.8571428571428571,0.5,0.42857142857142855,1.5,0.2857142857142857,1.0,0.2857142857142857,3,12
1,0,자연과학계열,4,1,7,0,1,5,0,3,4853460.0,0,808910.0,970692.0,0.5,1,1.5,1.1666666666666667,0,2426730.0,2426730.0,0.5,0.125,0.6666666666666666,2.0,0.16666666666666666,0.5,0.0,1,0
2,0,자연과학계열,3,1,2,0,3,6,0,4,3560400.0,0,508628.5714285714,890100.0,0.5714285714285714,1,2.0,0.2857142857142857,0,1780200.0,1186800.0,0.5714285714285714,0.3333333333333333,0.42857142857142855,1.5,0.2857142857142857,1.0,0.0,3,0
1,0,사회과학계열,3,1,3,0,2,10,3,4,2989080.0,0,271734.54545454547,747270.0,0.3636363636363636,1,2.0,0.2727272727272727,9,1494540.0,1494540.0,0.36363636363636365,0.25,0.2727272727272727,1.5,0.09090909090909091,0.5,0.2727272727272727,2,27
1,1,자연과학계열,2,2,9,0,3,8,2,5,8099220.0,0,899913.3333333334,2699740.0,0.5555555555555556,2,1.6666666666666667,1.0,4,2699740.0,4049610.0,0.5555555555555556,0.2,0.2222222222222222,0.6666666666666666,0.1111111111111111,0.3333333333333333,0.2222222222222222,6,8
1,0,사회과학계열,3,3,4,0,3,9,6,3,11051040.0,1,1105104.0,2762760.0,0.3,3,0.75,0.4,18,2762760.0,5525520.0,0.3,0.6,0.3,0.75,0.1,0.25,0.6,9,108
2,0,사회과학계열,4,2,1,0,3,7,6,7,7184280.0,1,898035.0,1436856.0,0.875,2,2.333333333333333,0.125,24,2394760.0,2394760.0,0.875,1.0,0.5,1.3333333333333333,0.25,0.6666666666666666,0.75,6,144
1,0,자연과학계열,3,2,4,1,3,7,3,5,7307100.0,1,913387.5,1826775.0,0.625,2,1.6666666666666667,0.5,9,2435700.0,3653550.0,0.625,0.4,0.375,1.0,0.125,0.3333333333333333,0.375,6,27
1,0,기타,3,4,3,0,2,27,2,4,22649940.0,1,808926.4285714285,5662485.0,0.1428571428571428,4,0.8,0.1071428571428571,6,4529988.0,11324970.0,0.14285714285714285,1.0,0.10714285714285714,0.6,0.03571428571428571,0.2,0.07142857142857142,8,12
1,0,사회과학계열,2,3,5,0,3,19,3,14,18311220.0,1,915561.0,6103740.0,0.7,3,3.5,0.25,6,4577805.0,9155610.0,0.7,0.5,0.1,0.5,0.05,0.25,0.15,9,18
1,1,자연과학계열,3,1,1,0,1,2,3,2,3840540.0,0,1280180.0,960135.0,0.6666666666666666,1,1.0,0.3333333333333333,9,1920270.0,1920270.0,0.6666666666666666,0.5,1.0,1.5,0.3333333333333333,0.5,1.0,1,27
1,0,사회과학계열,3,2,1,0,3,11,2,11,7497540.0,0,624795.0,1874385.0,0.9166666666666666,2,3.6666666666666665,0.0833333333333333,6,2499180.0,3748770.0,0.9166666666666666,1.0,0.25,1.0,0.08333333333333333,0.3333333333333333,0.16666666666666666,6,12
1,0,사회과학계열,3,1,2,0,3,15,4,4,2777940.0,0,173621.25,694485.0,0.25,1,2.0,0.125,12,1388970.0,1388970.0,0.25,0.3333333333333333,0.1875,1.5,0.0625,0.5,0.25,3,48
1,0,사회과학계열,2,4,2,0,2,30,3,15,19273080.0,1,621712.2580645161,6424360.0,0.4838709677419355,4,3.0,0.064516129032258,6,3854616.0,9636540.0,0.4838709677419355,1.3333333333333333,0.06451612903225806,0.4,0.03225806451612903,0.2,0.0967741935483871,8,18
0,0,자연과학계열,2,2,0,0,3,4,6,3,6036120.0,1,1207224.0,2012040.0,0.6,2,1.0,0.0,12,2012040.0,6036120.0,0.6,2.0,0.4,0.6666666666666666,0.0,0.0,1.2,6,72
1,0,사회과학계열,4,2,6,1,1,13,3,5,9441960.0,1,674425.7142857143,1888392.0,0.3571428571428571,2,1.6666666666666667,0.4285714285714285,12,3147320.0,4720980.0,0.35714285714285715,0.2857142857142857,0.2857142857142857,1.3333333333333333,0.07142857142857142,0.3333333333333333,0.21428571428571427,2,36
1,0,자연과학계열,3,4,3,1,3,36,6,10,24047880.0,1,649942.7027027027,6011970.0,0.2702702702702703,4,2.0,0.081081081081081,18,4809576.0,12023940.0,0.2702702702702703,1.0,0.08108108108108109,0.6,0.02702702702702703,0.2,0.16216216216216217,12,108
1,0,사회과학계열,2,4,1,1,1,14,3,14,24292140.0,1,1619476.0,8097380.0,0.9333333333333332,4,2.8,0.0666666666666666,6,4858428.0,12146070.0,0.9333333333333333,2.0,0.13333333333333333,0.4,0.06666666666666667,0.2,0.2,4,18
2,1,기타,3,2,3,1,1,13,2,11,6321780.0,0,451555.7142857143,1580445.0,0.7857142857142857,2,3.6666666666666665,0.2142857142857142,6,2107260.0,2107260.0,0.7857142857142857,0.5,0.21428571428571427,1.0,0.14285714285714285,0.6666666666666666,0.14285714285714285,2,12
2,0,사회과학계열,3,2,7,0,4,19,4,13,6534300.0,0,326715.0,1633575.0,0.65,2,4.333333333333333,0.35,12,2178100.0,2178100.0,0.65,0.25,0.15,1.0,0.1,0.6666666666666666,0.2,8,48
1,1,자연과학계열,2,2,1,0,2,10,3,10,5778060.0,0,525278.1818181818,1926020.0,0.9090909090909092,2,3.333333333333333,0.0909090909090909,6,1926020.0,2889030.0,0.9090909090909091,1.0,0.18181818181818182,0.6666666666666666,0.09090909090909091,0.3333333333333333,0.2727272727272727,4,18
1,1,자연과학계열,3,2,1,0,3,6,5,6,7596900.0,0,1085271.4285714286,1899225.0,0.8571428571428571,2,2.0,0.1428571428571428,15,2532300.0,3798450.0,0.8571428571428571,1.0,0.42857142857142855,1.0,0.14285714285714285,0.3333333333333333,0.7142857142857143,6,75
1,0,자연과학계열,3,2,0,0,3,10,4,9,7548600.0,0,686236.3636363636,1887150.0,0.8181818181818182,2,3.0,0.0,12,2516200.0,3774300.0,0.8181818181818182,2.0,0.2727272727272727,1.0,0.09090909090909091,0.3333333333333333,0.36363636363636365,6,48
1,1,사회과학계열,3,2,1,0,1,10,2,10,7556880.0,0,686989.0909090909,1889220.0,0.9090909090909092,2,3.333333333333333,0.0909090909090909,6,2518960.0,3778440.0,0.9090909090909091,1.0,0.2727272727272727,1.0,0.09090909090909091,0.3333333333333333,0.18181818181818182,2,12
1,0,자연과학계열,3,1,4,0,2,17,2,2,3570060.0,0,198336.66666666663,892515.0,0.1111111111111111,1,1.0,0.2222222222222222,6,1785030.0,1785030.0,0.1111111111111111,0.2,0.16666666666666666,1.5,0.05555555555555555,0.5,0.1111111111111111,2,12
2,0,자연과학계열,2,1,1,1,2,4,3,4,3367200.0,0,673440.0,1122400.0,0.8,1,2.0,0.2,6,1683600.0,1122400.0,0.8,0.5,0.4,1.0,0.4,1.0,0.6,2,18
1,1,사회과학계열,4,4,6,0,3,29,2,3,22041360.0,1,734712.0,4408272.0,0.1,4,0.6,0.2,8,4408272.0,11020680.0,0.1,0.5714285714285714,0.13333333333333333,0.8,0.03333333333333333,0.2,0.06666666666666667,12,16
1,0,사회과학계열,3,4,4,0,1,23,2,8,21223020.0,1,884292.5,5305755.0,0.3333333333333333,4,1.6,0.1666666666666666,6,4244604.0,10611510.0,0.3333333333333333,0.8,0.125,0.6,0.041666666666666664,0.2,0.08333333333333333,4,12
1,1,사회과학계열,3,3,3,0,4,21,2,2,9773160.0,0,444234.5454545455,2443290.0,0.0909090909090909,3,0.5,0.1363636363636363,6,2443290.0,4886580.0,0.09090909090909091,0.75,0.13636363636363635,0.75,0.045454545454545456,0.25,0.09090909090909091,12,12
1,1,사회과학계열,3,1,1,0,1,2,3,2,3764640.0,0,1254880.0,941160.0,0.6666666666666666,1,1.0,0.3333333333333333,9,1882320.0,1882320.0,0.6666666666666666,0.5,1.0,1.5,0.3333333333333333,0.5,1.0,1,27
0,1,사회과학계열,3,2,1,1,3,7,2,6,7407840.0,0,925980.0,1851960.0,0.75,2,2.0,0.125,6,2469280.0,7407840.0,0.75,1.0,0.375,1.0,0.0,0.0,0.25,6,12
1,0,사회과학계열,3,2,6,0,2,10,2,3,7378860.0,1,670805.4545454546,1844715.0,0.2727272727272727,2,1.0,0.5454545454545454,6,2459620.0,3689430.0,0.2727272727272727,0.2857142857142857,0.2727272727272727,1.0,0.09090909090909091,0.3333333333333333,0.18181818181818182,4,12
1,2,사회과학계열,3,1,4,0,1,8,2,2,4409100.0,0,489900.0,1102275.0,0.2222222222222222,1,1.0,0.4444444444444444,6,2204550.0,2204550.0,0.2222222222222222,0.2,0.3333333333333333,1.5,0.1111111111111111,0.5,0.2222222222222222,1,12
1,0,자연과학계열,2,1,1,0,1,5,2,5,5504820.0,0,917470.0,1834940.0,0.8333333333333334,1,2.5,0.1666666666666666,4,2752410.0,2752410.0,0.8333333333333334,0.5,0.3333333333333333,1.0,0.16666666666666666,0.5,0.3333333333333333,1,8
1,0,자연과학계열,3,1,7,0,4,7,5,0,4562280.0,0,570285.0,1140570.0,0.0,1,0.0,0.875,15,2281140.0,2281140.0,0.0,0.125,0.375,1.5,0.125,0.5,0.625,4,75
1,0,자연과학계열,4,3,3,0,3,11,2,4,9666900.0,1,805575.0,1933380.0,0.3333333333333333,3,1.0,0.25,8,2416725.0,4833450.0,0.3333333333333333,0.75,0.3333333333333333,1.0,0.08333333333333333,0.25,0.16666666666666666,9,16
2,1,자연과학계열,3,1,2,0,3,19,3,9,3663900.0,0,183195.0,915975.0,0.45,1,4.5,0.1,9,1831950.0,1221300.0,0.45,0.3333333333333333,0.15,1.5,0.1,1.0,0.15,3,27
1,0,사회과학계열,3,1,1,0,1,1,2,1,1922340.0,0,961170.0,480585.0,0.5,1,0.5,0.5,6,961170.0,961170.0,0.5,0.5,1.5,1.5,0.5,0.5,1.0,1,12
0,0,자연과학계열,3,1,1,1,3,7,5,7,3546600.0,0,443325.0,886650.0,0.875,1,3.5,0.125,15,1773300.0,3546600.0,0.875,0.5,0.375,1.5,0.0,0.0,0.625,3,75
1,0,공학계열,2,1,5,0,4,8,1,4,4881060.0,0,542340.0,1627020.0,0.4444444444444444,1,2.0,0.5555555555555556,2,2440530.0,2440530.0,0.4444444444444444,0.16666666666666666,0.2222222222222222,1.0,0.1111111111111111,0.5,0.1111111111111111,4,2
1,0,자연과학계열,2,2,1,0,3,15,3,15,5500680.0,0,343792.5,1833560.0,0.9375,2,5.0,0.0625,6,1833560.0,2750340.0,0.9375,1.0,0.125,0.6666666666666666,0.0625,0.3333333333333333,0.1875,6,18
1,0,자연과학계열,1,3,3,1,3,19,2,1,15018540.0,1,750927.0,7509270.0,0.05,3,0.25,0.15,2,3754635.0,7509270.0,0.05,0.75,0.05,0.25,0.05,0.25,0.1,9,4
1,0,자연과학계열,4,1,1,0,4,14,6,14,2798640.0,0,186576.0,559728.0,0.9333333333333332,1,7.0,0.0666666666666666,24,1399320.0,1399320.0,0.9333333333333333,0.5,0.26666666666666666,2.0,0.06666666666666667,0.5,0.4,4,144
2,1,자연과학계열,1,2,1,0,3,6,2,6,13144500.0,0,1877785.7142857143,6572250.0,0.8571428571428571,2,2.0,0.1428571428571428,2,4381500.0,4381500.0,0.8571428571428571,1.0,0.14285714285714285,0.3333333333333333,0.2857142857142857,0.6666666666666666,0.2857142857142857,6,4
1,0,사회과학계열,2,1,1,0,2,10,3,10,4042020.0,0,367456.3636363637,1347340.0,0.9090909090909092,1,5.0,0.0909090909090909,6,2021010.0,2021010.0,0.9090909090909091,0.5,0.18181818181818182,1.0,0.09090909090909091,0.5,0.2727272727272727,2,18
1,1,사회과학계열,3,1,1,1,2,3,2,3,3139500.0,0,784875.0,784875.0,0.75,1,1.5,0.25,6,1569750.0,1569750.0,0.75,0.5,0.75,1.5,0.25,0.5,0.5,2,12
1,0,사회과학계열,4,3,1,0,2,9,2,8,10873020.0,1,1087302.0,2174604.0,0.8,3,2.0,0.1,8,2718255.0,5436510.0,0.8,1.5,0.4,1.0,0.1,0.25,0.2,6,16
2,0,자연과학계열,2,1,0,0,3,6,2,5,6803400.0,0,971914.2857142856,2267800.0,0.7142857142857143,1,2.5,0.0,4,3401700.0,2267800.0,0.7142857142857143,1.0,0.2857142857142857,1.0,0.2857142857142857,1.0,0.2857142857142857,3,8
1,1,자연과학계열,3,2,1,0,1,10,3,10,10828860.0,0,984441.8181818182,2707215.0,0.9090909090909092,2,3.333333333333333,0.0909090909090909,9,3609620.0,5414430.0,0.9090909090909091,1.0,0.2727272727272727,1.0,0.09090909090909091,0.3333333333333333,0.2727272727272727,2,27
1,0,자연과학계열,4,1,1,0,4,5,1,5,6073380.0,0,1012230.0,1214676.0,0.8333333333333334,1,2.5,0.1666666666666666,4,3036690.0,3036690.0,0.8333333333333334,0.5,0.6666666666666666,2.0,0.16666666666666666,0.5,0.16666666666666666,4,4
1,1,상경계열,3,3,1,0,2,10,3,10,12752580.0,0,1159325.4545454546,3188145.0,0.9090909090909092,3,2.5,0.0909090909090909,9,3188145.0,6376290.0,0.9090909090909091,1.5,0.2727272727272727,0.75,0.09090909090909091,0.25,0.2727272727272727,6,27
1,0,자연과학계열,3,1,9,0,3,9,2,5,4104120.0,0,410412.0,1026030.0,0.5,1,2.5,0.9,6,2052060.0,2052060.0,0.5,0.1,0.3,1.5,0.1,0.5,0.2,3,12
1,1,사회과학계열,3,2,3,0,3,17,2,13,6212760.0,0,345153.3333333333,1553190.0,0.7222222222222222,2,4.333333333333333,0.1666666666666666,6,2070920.0,3106380.0,0.7222222222222222,0.5,0.16666666666666666,1.0,0.05555555555555555,0.3333333333333333,0.1111111111111111,6,12
0,0,사회과학계열,2,3,3,1,4,25,3,23,14832240.0,1,570470.7692307692,4944080.0,0.8846153846153846,3,5.75,0.1153846153846153,6,3708060.0,14832240.0,0.8846153846153846,0.75,0.07692307692307693,0.5,0.0,0.0,0.11538461538461539,12,18
1,2,인문학,1,1,1,0,3,1,2,1,2145900.0,0,1072950.0,1072950.0,0.5,1,0.5,0.5,2,1072950.0,1072950.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,3,4
2,1,사회과학계열,1,4,7,0,3,25,3,23,17851680.0,0,686603.0769230769,8925840.0,0.8846153846153846,4,4.6,0.2692307692307692,3,3570336.0,5950560.0,0.8846153846153846,0.5,0.038461538461538464,0.2,0.07692307692307693,0.4,0.11538461538461539,12,9
1,0,자연과학계열,1,1,1,0,3,3,3,3,3180900.0,0,795225.0,1590450.0,0.75,1,1.5,0.25,3,1590450.0,1590450.0,0.75,0.5,0.25,0.5,0.25,0.5,0.75,3,9
1,0,공학계열,2,4,1,0,3,21,2,21,23051520.0,1,1047796.3636363636,7683840.0,0.9545454545454546,4,4.2,0.0454545454545454,4,4610304.0,11525760.0,0.9545454545454546,2.0,0.09090909090909091,0.4,0.045454545454545456,0.2,0.09090909090909091,12,8
2,0,사회과학계열,3,1,6,0,1,10,3,5,4737540.0,0,430685.4545454545,1184385.0,0.4545454545454545,1,2.5,0.5454545454545454,9,2368770.0,1579180.0,0.45454545454545453,0.14285714285714285,0.2727272727272727,1.5,0.18181818181818182,1.0,0.2727272727272727,1,27
1,0,사회과학계열,3,1,1,0,4,6,2,5,4798260.0,0,685465.7142857143,1199565.0,0.7142857142857143,1,2.5,0.1428571428571428,6,2399130.0,2399130.0,0.7142857142857143,0.5,0.42857142857142855,1.5,0.14285714285714285,0.5,0.2857142857142857,4,12
0,2,인문학,1,2,6,0,2,10,4,3,8873400.0,0,806672.7272727273,4436700.0,0.2727272727272727,2,1.0,0.5454545454545454,4,2957800.0,8873400.0,0.2727272727272727,0.2857142857142857,0.09090909090909091,0.3333333333333333,0.0,0.0,0.36363636363636365,4,16
1,0,사회과학계열,3,2,2,0,2,18,3,1,8992080.0,1,473267.36842105264,2248020.0,0.0526315789473684,2,0.3333333333333333,0.1052631578947368,9,2997360.0,4496040.0,0.05263157894736842,0.6666666666666666,0.15789473684210525,1.0,0.05263157894736842,0.3333333333333333,0.15789473684210525,4,27
1,0,자연과학계열,3,1,1,0,2,6,2,6,5391660.0,0,770237.1428571428,1347915.0,0.8571428571428571,1,3.0,0.1428571428571428,6,2695830.0,2695830.0,0.8571428571428571,0.5,0.42857142857142855,1.5,0.14285714285714285,0.5,0.2857142857142857,2,12
1,0,사회과학계열,3,2,6,0,4,19,3,10,7675560.0,1,383778.0,1918890.0,0.5,2,3.333333333333333,0.3,9,2558520.0,3837780.0,0.5,0.2857142857142857,0.15,1.0,0.05,0.3333333333333333,0.15,8,27
1,0,사회과학계열,3,2,2,0,2,17,3,7,9498540.0,1,527696.6666666666,2374635.0,0.3888888888888889,2,2.333333333333333,0.1111111111111111,9,3166180.0,4749270.0,0.3888888888888889,0.6666666666666666,0.16666666666666666,1.0,0.05555555555555555,0.3333333333333333,0.16666666666666666,4,27
1,0,사회과학계열,3,1,1,0,2,10,2,10,3949560.0,0,359050.9090909091,987390.0,0.9090909090909092,1,5.0,0.0909090909090909,6,1974780.0,1974780.0,0.9090909090909091,0.5,0.2727272727272727,1.5,0.09090909090909091,0.5,0.18181818181818182,2,12
0,1,상경계열,3,2,7,0,4,4,3,1,6869640.0,0,1373928.0,1717410.0,0.2,2,0.3333333333333333,1.4,9,2289880.0,6869640.0,0.2,0.25,0.6,1.0,0.0,0.0,0.6,8,27
1,1,사회과학계열,3,3,4,0,2,13,5,10,14307840.0,0,1021988.5714285716,3576960.0,0.7142857142857143,3,2.5,0.2857142857142857,15,3576960.0,7153920.0,0.7142857142857143,0.6,0.21428571428571427,0.75,0.07142857142857142,0.25,0.35714285714285715,6,75
1,1,상경계열,2,2,5,0,2,16,3,2,8464920.0,0,497936.4705882353,2821640.0,0.1176470588235294,2,0.6666666666666666,0.2941176470588235,6,2821640.0,4232460.0,0.11764705882352941,0.3333333333333333,0.11764705882352941,0.6666666666666666,0.058823529411764705,0.3333333333333333,0.17647058823529413,4,18
1,1,사회과학계열,1,2,6,0,2,10,2,0,9294300.0,0,844936.3636363636,4647150.0,0.0,2,0.0,0.5454545454545454,2,3098100.0,4647150.0,0.0,0.2857142857142857,0.09090909090909091,0.3333333333333333,0.09090909090909091,0.3333333333333333,0.18181818181818182,4,4
1,0,자연과학계열,3,1,1,0,3,3,3,3,4547100.0,0,1136775.0,1136775.0,0.75,1,1.5,0.25,9,2273550.0,2273550.0,0.75,0.5,0.75,1.5,0.25,0.5,0.75,3,27
2,0,공학계열,3,2,2,1,4,9,3,5,7228440.0,1,722844.0,1807110.0,0.5,2,1.6666666666666667,0.2,9,2409480.0,2409480.0,0.5,0.6666666666666666,0.3,1.0,0.2,0.6666666666666666,0.3,8,27
0,0,사회과학계열,3,2,1,0,4,9,2,9,8931360.0,0,893136.0,2232840.0,0.9,2,3.0,0.1,6,2977120.0,8931360.0,0.9,1.0,0.3,1.0,0.0,0.0,0.2,8,12
1,1,사회과학계열,1,3,3,0,3,10,2,4,13261800.0,0,1205618.181818182,6630900.0,0.3636363636363636,3,1.0,0.2727272727272727,2,3315450.0,6630900.0,0.36363636363636365,0.75,0.09090909090909091,0.25,0.09090909090909091,0.25,0.18181818181818182,9,4
1,1,자연과학계열,3,5,1,0,2,21,3,21,27369540.0,1,1244070.0,6842385.0,0.9545454545454546,5,3.5,0.0454545454545454,9,4561590.0,13684770.0,0.9545454545454546,2.5,0.13636363636363635,0.5,0.045454545454545456,0.16666666666666666,0.13636363636363635,10,27
1,2,사회과학계열,1,3,4,1,3,9,2,5,13463280.0,0,1346328.0,6731640.0,0.5,3,1.25,0.4,2,3365820.0,6731640.0,0.5,0.6,0.1,0.25,0.1,0.25,0.2,9,4
2,0,공학계열,2,1,0,0,4,10,2,9,6855840.0,0,623258.1818181818,2285280.0,0.8181818181818182,1,4.5,0.0,4,3427920.0,2285280.0,0.8181818181818182,1.0,0.18181818181818182,1.0,0.18181818181818182,1.0,0.18181818181818182,4,8
2,2,자연과학계열,3,1,0,0,4,3,2,2,2960100.0,0,740025.0,740025.0,0.5,1,1.0,0.0,6,1480050.0,986700.0,0.5,1.0,0.75,1.5,0.5,1.0,0.5,4,12
2,2,인문학,2,1,6,0,3,6,0,4,3008400.0,0,429771.4285714286,1002800.0,0.5714285714285714,1,2.0,0.8571428571428571,0,1504200.0,1002800.0,0.5714285714285714,0.14285714285714285,0.2857142857142857,1.0,0.2857142857142857,1.0,0.0,3,0
1,1,공학계열,3,2,1,0,3,6,3,5,11517480.0,0,1645354.2857142857,2879370.0,0.7142857142857143,2,1.6666666666666667,0.1428571428571428,9,3839160.0,5758740.0,0.7142857142857143,1.0,0.42857142857142855,1.0,0.14285714285714285,0.3333333333333333,0.42857142857142855,6,27
1,0,자연과학계열,3,1,1,0,3,6,5,6,4754100.0,0,679157.1428571428,1188525.0,0.8571428571428571,1,3.0,0.1428571428571428,15,2377050.0,2377050.0,0.8571428571428571,0.5,0.42857142857142855,1.5,0.14285714285714285,0.5,0.7142857142857143,3,75
1,1,상경계열,1,1,1,0,3,2,3,2,3808800.0,0,1269600.0,1904400.0,0.6666666666666666,1,1.0,0.3333333333333333,3,1904400.0,1904400.0,0.6666666666666666,0.5,0.3333333333333333,0.5,0.3333333333333333,0.5,1.0,3,9
2,0,사회과학계열,4,2,8,0,4,10,5,3,8685720.0,1,789610.9090909091,1737144.0,0.2727272727272727,2,1.0,0.7272727272727273,20,2895240.0,2895240.0,0.2727272727272727,0.2222222222222222,0.36363636363636365,1.3333333333333333,0.18181818181818182,0.6666666666666666,0.45454545454545453,8,100
1,1,상경계열,2,3,2,0,1,12,2,7,9853200.0,0,757938.4615384615,3284400.0,0.5384615384615384,3,1.75,0.1538461538461538,4,2463300.0,4926600.0,0.5384615384615384,1.0,0.15384615384615385,0.5,0.07692307692307693,0.25,0.15384615384615385,3,8
1,0,자연과학계열,4,1,0,0,1,6,3,5,4046160.0,0,578022.8571428572,809232.0,0.7142857142857143,1,2.5,0.0,12,2023080.0,2023080.0,0.7142857142857143,1.0,0.5714285714285714,2.0,0.14285714285714285,0.5,0.42857142857142855,1,36
0,1,상경계열,3,2,8,0,4,13,2,11,7102860.0,0,507347.1428571429,1775715.0,0.7857142857142857,2,3.6666666666666665,0.5714285714285714,6,2367620.0,7102860.0,0.7857142857142857,0.2222222222222222,0.21428571428571427,1.0,0.0,0.0,0.14285714285714285,8,12
1,1,상경계열,3,2,3,0,3,8,1,5,6219660.0,0,691073.3333333334,1554915.0,0.5555555555555556,2,1.6666666666666667,0.3333333333333333,3,2073220.0,3109830.0,0.5555555555555556,0.5,0.3333333333333333,1.0,0.1111111111111111,0.3333333333333333,0.1111111111111111,6,3
1,1,사회과학계열,3,3,2,1,3,11,2,0,11818320.0,0,984860.0,2954580.0,0.0,3,0.0,0.1666666666666666,6,2954580.0,5909160.0,0.0,1.0,0.25,0.75,0.08333333333333333,0.25,0.16666666666666666,9,12
